population size,number iterations,elitism fraction,crossover probability,mutation probability,inner mutation probability,score,weight
10,10,0.25,0,0.7,0.01,2301.0,714.0
10,10,0.25,0,1,0.01,3538.0,908.0
10,10,0.25,0.1,0,0.01,1870.0,716.0
10,10,0.25,0.1,0.1,0.01,2286.0,964.0
10,10,0.25,0.1,0.4,0.01,1870.0,716.0
10,10,0.25,0.1,0.7,0.01,2833.0,741.0
10,10,0.25,0.1,1,0.01,4392.0,937.0
10,10,0.25,0.4,0,0.01,1870.0,716.0
10,10,0.25,0.4,0.1,0.01,1870.0,716.0
10,10,0.25,0.4,0.4,0.01,2209.0,767.0
10,10,0.25,0.4,0.7,0.01,2657.0,906.0
10,10,0.25,0.4,1,0.01,2983.0,975.0
10,10,0.25,0.7,0,0.01,1870.0,716.0
10,10,0.25,0.7,0.1,0.01,2288.0,977.0
10,10,0.25,0.7,0.4,0.01,3563.0,777.0
10,10,0.25,0.7,0.7,0.01,2778.0,813.0
10,10,0.25,0.7,1,0.01,3267.0,850.0
10,10,0.25,1,0,0.01,1870.0,716.0
10,10,0.25,1,0.1,0.01,1870.0,716.0
10,10,0.25,1,0.4,0.01,1870.0,716.0
10,10,0.25,1,0.7,0.01,3491.0,870.0
10,10,0.25,1,1,0.01,2057.0,952.0
10,10,0.3,0,0,0.01,1870.0,716.0
10,10,0.3,0,0.1,0.01,1870.0,716.0
10,10,0.3,0,0.4,0.01,1870.0,716.0
10,10,0.3,0,0.7,0.01,2301.0,714.0
10,10,0.3,0,1,0.01,3538.0,908.0
10,10,0.3,0.1,0,0.01,1870.0,716.0
10,10,0.3,0.1,0.1,0.01,2286.0,964.0
10,10,0.3,0.1,0.4,0.01,1870.0,716.0
10,10,0.3,0.1,0.7,0.01,2833.0,741.0
10,10,0.3,0.1,1,0.01,4392.0,937.0
10,10,0.3,0.4,0,0.01,1870.0,716.0
10,10,0.3,0.4,0.1,0.01,1870.0,716.0
10,10,0.3,0.4,0.4,0.01,2209.0,767.0
10,10,0.3,0.4,0.7,0.01,2657.0,906.0
10,10,0.3,0.4,1,0.01,2983.0,975.0
10,10,0.3,0.7,0,0.01,1870.0,716.0
10,10,0.3,0.7,0.1,0.01,2288.0,977.0
10,10,0.3,0.7,0.4,0.01,3563.0,777.0
10,10,0.3,0.7,0.7,0.01,2778.0,813.0
10,10,0.3,0.7,1,0.01,3267.0,850.0
10,10,0.3,1,0,0.01,1870.0,716.0
10,10,0.3,1,0.1,0.01,1870.0,716.0
10,10,0.3,1,0.4,0.01,1870.0,716.0
10,10,0.3,1,0.7,0.01,3491.0,870.0
10,10,0.3,1,1,0.01,2057.0,952.0
10,50,0.05,0,0,0.01,1870.0,716.0
10,50,0.05,0,0.1,0.01,0.0,23812.0
10,50,0.05,0,0.4,0.01,0.0,23216.0
10,50,0.05,0,0.7,0.01,0.0,23922.0
10,50,0.05,0,1,0.01,0.0,19551.0
10,50,0.05,0.1,0,0.01,1870.0,716.0
10,50,0.05,0.1,0.1,0.01,0.0,20488.0
10,50,0.05,0.1,0.4,0.01,0.0,27234.0
10,50,0.05,0.1,0.7,0.01,0.0,29246.0
10,50,0.05,0.1,1,0.01,0.0,23099.0
10,50,0.05,0.4,0,0.01,1870.0,716.0
10,50,0.05,0.4,0.1,0.01,0.0,20644.0
10,50,0.05,0.4,0.4,0.01,0.0,22272.0
10,50,0.05,0.4,0.7,0.01,0.0,19819.0
10,50,0.05,0.4,1,0.01,0.0,20808.0
10,50,0.05,0.7,0,0.01,1870.0,716.0
10,50,0.05,0.7,0.1,0.01,1807.0,716.0
10,50,0.05,0.7,0.4,0.01,0.0,25798.0
10,50,0.05,0.7,0.7,0.01,0.0,27798.0
10,50,0.05,0.7,1,0.01,0.0,23603.0
10,50,0.05,1,0,0.01,0.0,26617.0
10,50,0.05,1,0.1,0.01,2718.0,926.0
10,50,0.05,1,0.4,0.01,0.0,23909.0
10,50,0.05,1,0.7,0.01,0.0,21973.0
10,50,0.05,1,1,0.01,0.0,26983.0
10,50,0.1,0,0,0.01,1870.0,716.0
10,50,0.1,0,0.1,0.01,0.0,23812.0
10,50,0.1,0,0.4,0.01,0.0,23216.0
10,50,0.1,0,0.7,0.01,0.0,23922.0
10,50,0.1,0,1,0.01,0.0,19551.0
10,50,0.1,0.1,0,0.01,1870.0,716.0
10,50,0.1,0.1,0.1,0.01,0.0,20488.0
10,50,0.1,0.1,0.4,0.01,0.0,27234.0
10,50,0.1,0.1,0.7,0.01,0.0,29246.0
10,50,0.1,0.1,1,0.01,0.0,23099.0
10,50,0.1,0.4,0,0.01,1870.0,716.0
10,50,0.1,0.4,0.1,0.01,0.0,20644.0
10,50,0.1,0.4,0.4,0.01,0.0,22272.0
10,50,0.1,0.4,0.7,0.01,0.0,19819.0
10,50,0.1,0.4,1,0.01,0.0,20808.0
10,50,0.1,0.7,0,0.01,1870.0,716.0
10,50,0.1,0.7,0.1,0.01,1807.0,716.0
10,50,0.1,0.7,0.4,0.01,0.0,25798.0
10,50,0.1,0.7,0.7,0.01,0.0,27798.0
10,50,0.1,0.7,1,0.01,0.0,23603.0
10,50,0.1,1,0,0.01,0.0,26617.0
10,50,0.1,1,0.1,0.01,2718.0,926.0
10,50,0.1,1,0.4,0.01,0.0,23909.0
10,50,0.1,1,0.7,0.01,0.0,21973.0
10,50,0.1,1,1,0.01,0.0,26983.0
10,50,0.15,0,0,0.01,1870.0,716.0
10,50,0.15,0,0.1,0.01,0.0,23812.0
10,50,0.15,0,0.4,0.01,0.0,23216.0
10,50,0.15,0,0.7,0.01,0.0,23922.0
10,50,0.15,0,1,0.01,0.0,19551.0
10,50,0.15,0.1,0,0.01,1870.0,716.0
10,50,0.15,0.1,0.1,0.01,0.0,20488.0
10,50,0.15,0.1,0.4,0.01,0.0,27234.0
10,50,0.15,0.1,0.7,0.01,0.0,29246.0
10,50,0.15,0.1,1,0.01,0.0,23099.0
10,50,0.15,0.4,0,0.01,1870.0,716.0
10,50,0.15,0.4,0.1,0.01,0.0,20644.0
10,50,0.15,0.4,0.4,0.01,0.0,22272.0
10,50,0.15,0.4,0.7,0.01,0.0,19819.0
10,50,0.15,0.4,1,0.01,0.0,20808.0
10,50,0.15,0.7,0,0.01,1870.0,716.0
10,50,0.15,0.7,0.1,0.01,1807.0,716.0
10,50,0.15,0.7,0.4,0.01,0.0,25798.0
10,50,0.15,0.7,0.7,0.01,0.0,27798.0
10,50,0.15,0.7,1,0.01,0.0,23603.0
10,50,0.15,1,0,0.01,0.0,26617.0
10,50,0.15,1,0.1,0.01,2718.0,926.0
10,50,0.15,1,0.4,0.01,0.0,23909.0
10,50,0.15,1,0.7,0.01,0.0,21973.0
10,50,0.15,1,1,0.01,0.0,26983.0
10,50,0.2,0,0,0.01,1870.0,716.0
10,50,0.2,0,0.1,0.01,1986.0,993.0
10,50,0.2,0,0.4,0.01,3332.0,947.0
10,50,0.2,0,0.7,0.01,2775.0,944.0
10,50,0.2,0,1,0.01,3995.0,951.0
10,50,0.2,0.1,0,0.01,1870.0,716.0
10,50,0.2,0.1,0.1,0.01,2286.0,964.0
10,50,0.2,0.1,0.4,0.01,3705.0,918.0
10,50,0.2,0.1,0.7,0.01,6096.0,960.0
10,50,0.2,0.1,1,0.01,4392.0,937.0
10,50,0.2,0.4,0,0.01,1870.0,716.0
10,50,0.2,0.4,0.1,0.01,3418.0,948.0
10,50,0.2,0.4,0.4,0.01,3720.0,979.0
10,50,0.2,0.4,0.7,0.01,3755.0,995.0
10,50,0.2,0.4,1,0.01,3774.0,984.0
10,50,0.2,0.7,0,0.01,1870.0,716.0
10,50,0.2,0.7,0.1,0.01,2288.0,977.0
10,50,0.2,0.7,0.4,0.01,4363.0,867.0
10,50,0.2,0.7,0.7,0.01,4166.0,926.0
10,50,0.2,0.7,1,0.01,5748.0,927.0
10,50,0.2,1,0,0.01,1870.0,716.0
10,50,0.2,1,0.1,0.01,2570.0,788.0
10,50,0.2,1,0.4,0.01,4910.0,965.0
10,50,0.2,1,0.7,0.01,5146.0,969.0
10,50,0.2,1,1,0.01,3088.0,892.0
10,50,0.25,0,0,0.01,1870.0,716.0
10,50,0.25,0,0.1,0.01,1986.0,993.0
10,50,0.25,0,0.4,0.01,3332.0,947.0
10,50,0.25,0,0.7,0.01,2775.0,944.0
10,50,0.25,0,1,0.01,3995.0,951.0
10,50,0.25,0.1,0,0.01,1870.0,716.0
10,50,0.25,0.1,0.1,0.01,2286.0,964.0
10,50,0.25,0.1,0.4,0.01,3705.0,918.0
10,50,0.25,0.1,0.7,0.01,6096.0,960.0
10,50,0.25,0.1,1,0.01,4392.0,937.0
10,50,0.25,0.4,0,0.01,1870.0,716.0
10,50,0.25,0.4,0.1,0.01,3418.0,948.0
10,50,0.25,0.4,0.4,0.01,3720.0,979.0
10,50,0.25,0.4,0.7,0.01,3755.0,995.0
10,50,0.25,0.4,1,0.01,3774.0,984.0
10,50,0.25,0.7,0,0.01,1870.0,716.0
10,50,0.25,0.7,0.1,0.01,2288.0,977.0
10,50,0.25,0.7,0.4,0.01,4363.0,867.0
10,50,0.25,0.7,0.7,0.01,4166.0,926.0
10,50,0.25,0.7,1,0.01,5748.0,927.0
10,50,0.25,1,0,0.01,1870.0,716.0
10,50,0.25,1,0.1,0.01,2570.0,788.0
10,50,0.25,1,0.4,0.01,4910.0,965.0
10,50,0.25,1,0.7,0.01,5146.0,969.0
10,50,0.25,1,1,0.01,3088.0,892.0
10,50,0.3,0,0,0.01,1870.0,716.0
10,50,0.3,0,0.1,0.01,1986.0,993.0
10,50,0.3,0,0.4,0.01,3332.0,947.0
10,50,0.3,0,0.7,0.01,2775.0,944.0
10,50,0.3,0,1,0.01,3995.0,951.0
10,50,0.3,0.1,0,0.01,1870.0,716.0
10,50,0.3,0.1,0.1,0.01,2286.0,964.0
10,50,0.3,0.1,0.4,0.01,3705.0,918.0
10,50,0.3,0.1,0.7,0.01,6096.0,960.0
10,50,0.3,0.1,1,0.01,4392.0,937.0
10,50,0.3,0.4,0,0.01,1870.0,716.0
10,50,0.3,0.4,0.1,0.01,3418.0,948.0
10,50,0.3,0.4,0.4,0.01,3720.0,979.0
10,50,0.3,0.4,0.7,0.01,3755.0,995.0
10,50,0.3,0.4,1,0.01,3774.0,984.0
10,50,0.3,0.7,0,0.01,1870.0,716.0
10,50,0.3,0.7,0.1,0.01,2288.0,977.0
10,50,0.3,0.7,0.4,0.01,4363.0,867.0
10,50,0.3,0.7,0.7,0.01,4166.0,926.0
10,50,0.3,0.7,1,0.01,5748.0,927.0
10,50,0.3,1,0,0.01,1870.0,716.0
10,50,0.3,1,0.1,0.01,2570.0,788.0
10,50,0.3,1,0.4,0.01,4910.0,965.0
10,50,0.3,1,0.7,0.01,5146.0,969.0
10,50,0.3,1,1,0.01,3088.0,892.0
10,100,0.05,0,0,0.01,1870.0,716.0
10,100,0.05,0,0.1,0.01,0.0,28236.0
10,100,0.05,0,0.4,0.01,0.0,23608.0
10,100,0.05,0,0.7,0.01,0.0,26213.0
10,100,0.05,0,1,0.01,0.0,27076.0
10,100,0.05,0.1,0,0.01,1870.0,716.0
10,100,0.05,0.1,0.1,0.01,0.0,24911.0
10,100,0.05,0.1,0.4,0.01,0.0,30535.0
10,100,0.05,0.1,0.7,0.01,0.0,24699.0
10,100,0.05,0.1,1,0.01,0.0,20287.0
10,100,0.05,0.4,0,0.01,1870.0,716.0
10,100,0.05,0.4,0.1,0.01,0.0,25984.0
10,100,0.05,0.4,0.4,0.01,0.0,23290.0
10,100,0.05,0.4,0.7,0.01,0.0,24751.0
10,100,0.05,0.4,1,0.01,0.0,18553.0
10,100,0.05,0.7,0,0.01,1870.0,716.0
10,100,0.05,0.7,0.1,0.01,2871.0,923.0
10,100,0.05,0.7,0.4,0.01,0.0,23753.0
10,100,0.05,0.7,0.7,0.01,0.0,28741.0
10,100,0.05,0.7,1,0.01,0.0,22980.0
10,100,0.05,1,0,0.01,0.0,25525.0
10,100,0.05,1,0.1,0.01,2718.0,926.0
10,100,0.05,1,0.4,0.01,0.0,25201.0
10,100,0.05,1,0.7,0.01,0.0,26490.0
10,100,0.05,1,1,0.01,0.0,22472.0
10,100,0.1,0,0,0.01,1870.0,716.0
10,100,0.1,0,0.1,0.01,0.0,28236.0
10,100,0.1,0,0.4,0.01,0.0,23608.0
10,100,0.1,0,0.7,0.01,0.0,26213.0
10,100,0.1,0,1,0.01,0.0,27076.0
10,100,0.1,0.1,0,0.01,1870.0,716.0
10,100,0.1,0.1,0.1,0.01,0.0,24911.0
10,100,0.1,0.1,0.4,0.01,0.0,30535.0
10,100,0.1,0.1,0.7,0.01,0.0,24699.0
10,100,0.1,0.1,1,0.01,0.0,20287.0
10,100,0.1,0.4,0,0.01,1870.0,716.0
10,100,0.1,0.4,0.1,0.01,0.0,25984.0
10,100,0.1,0.4,0.4,0.01,0.0,23290.0
10,100,0.1,0.4,0.7,0.01,0.0,24751.0
10,100,0.1,0.4,1,0.01,0.0,18553.0
10,100,0.1,0.7,0,0.01,1870.0,716.0
10,100,0.1,0.7,0.1,0.01,2871.0,923.0
10,100,0.1,0.7,0.4,0.01,0.0,23753.0
10,100,0.1,0.7,0.7,0.01,0.0,28741.0
10,100,0.1,0.7,1,0.01,0.0,22980.0
10,100,0.1,1,0,0.01,0.0,25525.0
10,100,0.1,1,0.1,0.01,2718.0,926.0
10,100,0.1,1,0.4,0.01,0.0,25201.0
10,100,0.1,1,0.7,0.01,0.0,26490.0
10,100,0.1,1,1,0.01,0.0,22472.0
10,100,0.15,0,0,0.01,1870.0,716.0
10,100,0.15,0,0.1,0.01,0.0,28236.0
10,100,0.15,0,0.4,0.01,0.0,23608.0
10,100,0.15,0,0.7,0.01,0.0,26213.0
10,100,0.15,0,1,0.01,0.0,27076.0
10,100,0.15,0.1,0,0.01,1870.0,716.0
10,100,0.15,0.1,0.1,0.01,0.0,24911.0
10,100,0.15,0.1,0.4,0.01,0.0,30535.0
10,100,0.15,0.1,0.7,0.01,0.0,24699.0
10,100,0.15,0.1,1,0.01,0.0,20287.0
10,100,0.15,0.4,0,0.01,1870.0,716.0
10,100,0.15,0.4,0.1,0.01,0.0,25984.0
10,100,0.15,0.4,0.4,0.01,0.0,23290.0
10,100,0.15,0.4,0.7,0.01,0.0,24751.0
10,100,0.15,0.4,1,0.01,0.0,18553.0
10,100,0.15,0.7,0,0.01,1870.0,716.0
10,100,0.15,0.7,0.1,0.01,2871.0,923.0
10,100,0.15,0.7,0.4,0.01,0.0,23753.0
10,100,0.15,0.7,0.7,0.01,0.0,28741.0
10,100,0.15,0.7,1,0.01,0.0,22980.0
10,100,0.15,1,0,0.01,0.0,25525.0
10,100,0.15,1,0.1,0.01,2718.0,926.0
10,100,0.15,1,0.4,0.01,0.0,25201.0
10,100,0.15,1,0.7,0.01,0.0,26490.0
10,100,0.15,1,1,0.01,0.0,22472.0
10,100,0.2,0,0,0.01,1870.0,716.0
10,100,0.2,0,0.1,0.01,1986.0,993.0
10,100,0.2,0,0.4,0.01,3332.0,947.0
10,100,0.2,0,0.7,0.01,2775.0,944.0
10,100,0.2,0,1,0.01,4719.0,980.0
10,100,0.2,0.1,0,0.01,1870.0,716.0
10,100,0.2,0.1,0.1,0.01,3010.0,993.0
10,100,0.2,0.1,0.4,0.01,4346.0,964.0
10,100,0.2,0.1,0.7,0.01,7439.0,919.0
10,100,0.2,0.1,1,0.01,4392.0,937.0
10,100,0.2,0.4,0,0.01,1870.0,716.0
10,100,0.2,0.4,0.1,0.01,3418.0,948.0
10,100,0.2,0.4,0.4,0.01,4511.0,988.0
10,100,0.2,0.4,0.7,0.01,3778.0,968.0
10,100,0.2,0.4,1,0.01,4554.0,860.0
10,100,0.2,0.7,0,0.01,1870.0,716.0
10,100,0.2,0.7,0.1,0.01,2288.0,977.0
10,100,0.2,0.7,0.4,0.01,5854.0,948.0
10,100,0.2,0.7,0.7,0.01,5791.0,916.0
10,100,0.2,0.7,1,0.01,6205.0,970.0
10,100,0.2,1,0,0.01,1870.0,716.0
10,100,0.2,1,0.1,0.01,4995.0,992.0
10,100,0.2,1,0.4,0.01,4910.0,965.0
10,100,0.2,1,0.7,0.01,5485.0,959.0
10,100,0.2,1,1,0.01,3812.0,921.0
10,100,0.25,0,0,0.01,1870.0,716.0
10,100,0.25,0,0.1,0.01,1986.0,993.0
10,100,0.25,0,0.4,0.01,3332.0,947.0
10,100,0.25,0,0.7,0.01,2775.0,944.0
10,100,0.25,0,1,0.01,4719.0,980.0
10,100,0.25,0.1,0,0.01,1870.0,716.0
10,100,0.25,0.1,0.1,0.01,3010.0,993.0
10,100,0.25,0.1,0.4,0.01,4346.0,964.0
10,100,0.25,0.1,0.7,0.01,7439.0,919.0
10,100,0.25,0.1,1,0.01,4392.0,937.0
10,100,0.25,0.4,0,0.01,1870.0,716.0
10,100,0.25,0.4,0.1,0.01,3418.0,948.0
10,100,0.25,0.4,0.4,0.01,4511.0,988.0
10,100,0.25,0.4,0.7,0.01,3778.0,968.0
10,100,0.25,0.4,1,0.01,4554.0,860.0
10,100,0.25,0.7,0,0.01,1870.0,716.0
10,100,0.25,0.7,0.1,0.01,2288.0,977.0
10,100,0.25,0.7,0.4,0.01,5854.0,948.0
10,100,0.25,0.7,0.7,0.01,5791.0,916.0
10,100,0.25,0.7,1,0.01,6205.0,970.0
10,100,0.25,1,0,0.01,1870.0,716.0
10,100,0.25,1,0.1,0.01,4995.0,992.0
10,100,0.25,1,0.4,0.01,4910.0,965.0
10,100,0.25,1,0.7,0.01,5485.0,959.0
10,100,0.25,1,1,0.01,3812.0,921.0
10,100,0.3,0,0,0.01,1870.0,716.0
10,100,0.3,0,0.1,0.01,1986.0,993.0
10,100,0.3,0,0.4,0.01,3332.0,947.0
10,100,0.3,0,0.7,0.01,2775.0,944.0
10,100,0.3,0,1,0.01,4719.0,980.0
10,100,0.3,0.1,0,0.01,1870.0,716.0
10,100,0.3,0.1,0.1,0.01,3010.0,993.0
10,100,0.3,0.1,0.4,0.01,4346.0,964.0
10,100,0.3,0.1,0.7,0.01,7439.0,919.0
10,100,0.3,0.1,1,0.01,4392.0,937.0
10,100,0.3,0.4,0,0.01,1870.0,716.0
10,100,0.3,0.4,0.1,0.01,3418.0,948.0
10,100,0.3,0.4,0.4,0.01,4511.0,988.0
10,100,0.3,0.4,0.7,0.01,3778.0,968.0
10,100,0.3,0.4,1,0.01,4554.0,860.0
10,100,0.3,0.7,0,0.01,1870.0,716.0
10,100,0.3,0.7,0.1,0.01,2288.0,977.0
10,100,0.3,0.7,0.4,0.01,5854.0,948.0
10,100,0.3,0.7,0.7,0.01,5791.0,916.0
10,100,0.3,0.7,1,0.01,6205.0,970.0
10,100,0.3,1,0,0.01,1870.0,716.0
10,100,0.3,1,0.1,0.01,4995.0,992.0
10,100,0.3,1,0.4,0.01,4910.0,965.0
10,100,0.3,1,0.7,0.01,5485.0,959.0
10,100,0.3,1,1,0.01,3812.0,921.0
10,120,0.05,0,0,0.01,1870.0,716.0
10,120,0.05,0,0.1,0.01,0.0,34030.0
10,120,0.05,0,0.4,0.01,0.0,24355.0
10,120,0.05,0,0.7,0.01,0.0,24419.0
10,120,0.05,0,1,0.01,0.0,28428.0
10,120,0.05,0.1,0,0.01,1870.0,716.0
10,120,0.05,0.1,0.1,0.01,0.0,20032.0
10,120,0.05,0.1,0.4,0.01,0.0,25605.0
10,120,0.05,0.1,0.7,0.01,0.0,21434.0
10,120,0.05,0.1,1,0.01,0.0,25096.0
10,120,0.05,0.4,0,0.01,1870.0,716.0
10,120,0.05,0.4,0.1,0.01,0.0,22002.0
10,120,0.05,0.4,0.4,0.01,0.0,29249.0
10,120,0.05,0.4,0.7,0.01,0.0,24443.0
10,120,0.05,0.4,1,0.01,0.0,23928.0
10,120,0.05,0.7,0,0.01,1870.0,716.0
10,120,0.05,0.7,0.1,0.01,2871.0,923.0
10,120,0.05,0.7,0.4,0.01,0.0,23704.0
10,120,0.05,0.7,0.7,0.01,0.0,26422.0
10,120,0.05,0.7,1,0.01,0.0,27290.0
10,120,0.05,1,0,0.01,0.0,21350.0
10,120,0.05,1,0.1,0.01,2718.0,926.0
10,120,0.05,1,0.4,0.01,0.0,21567.0
10,120,0.05,1,0.7,0.01,0.0,27092.0
10,120,0.05,1,1,0.01,0.0,25138.0
10,120,0.1,0,0,0.01,1870.0,716.0
10,120,0.1,0,0.1,0.01,0.0,34030.0
10,120,0.1,0,0.4,0.01,0.0,24355.0
10,120,0.1,0,0.7,0.01,0.0,24419.0
10,120,0.1,0,1,0.01,0.0,28428.0
10,120,0.1,0.1,0,0.01,1870.0,716.0
10,120,0.1,0.1,0.1,0.01,0.0,20032.0
10,120,0.1,0.1,0.4,0.01,0.0,25605.0
10,120,0.1,0.1,0.7,0.01,0.0,21434.0
10,120,0.1,0.1,1,0.01,0.0,25096.0
10,120,0.1,0.4,0,0.01,1870.0,716.0
10,120,0.1,0.4,0.1,0.01,0.0,22002.0
10,120,0.1,0.4,0.4,0.01,0.0,29249.0
10,120,0.1,0.4,0.7,0.01,0.0,24443.0
10,120,0.1,0.4,1,0.01,0.0,23928.0
10,120,0.1,0.7,0,0.01,1870.0,716.0
10,120,0.1,0.7,0.1,0.01,2871.0,923.0
10,120,0.1,0.7,0.4,0.01,0.0,23704.0
10,120,0.1,0.7,0.7,0.01,0.0,26422.0
10,120,0.1,0.7,1,0.01,0.0,27290.0
10,120,0.1,1,0,0.01,0.0,21350.0
10,120,0.1,1,0.1,0.01,2718.0,926.0
10,120,0.1,1,0.4,0.01,0.0,21567.0
10,120,0.1,1,0.7,0.01,0.0,27092.0
10,120,0.1,1,1,0.01,0.0,25138.0
10,120,0.15,0,0,0.01,1870.0,716.0
10,120,0.15,0,0.1,0.01,0.0,34030.0
10,120,0.15,0,0.4,0.01,0.0,24355.0
10,120,0.15,0,0.7,0.01,0.0,24419.0
10,120,0.15,0,1,0.01,0.0,28428.0
10,120,0.15,0.1,0,0.01,1870.0,716.0
